Crop	Scientific name 	Dependence on pollinators	Dependence rate	Pollinator group	Order	Family	Species	reference	doi/link	Obs
Mangaba (fruit)	Hancornia speciosa	Essential	0.95	Bees, butterflies, moths	Lepidoptera	Sphingidae	Isognathus menechus	Darrault & Schlindwein 2005	10.1111/j.1744-7429.2005.00050.x	
Mangaba (fruit)	Hancornia speciosa	Essential	0.95	Bees, butterflies, moths	Lepidoptera	Sphingidae	Pachylia ficus	Darrault & Schlindwein 2005	10.1111/j.1744-7429.2005.00050.x	
Mangaba (fruit)	Hancornia speciosa	Essential	0.95	Bees, butterflies, moths	Lepidoptera	Sphingidae	Pachylia syces	Darrault & Schlindwein 2005	10.1111/j.1744-7429.2005.00050.x	
Mangaba (fruit)	Hancornia speciosa	Essential	0.95	Bees, butterflies, moths	Lepidoptera	Sphingidae	Manduca difissa 	Darrault & Schlindwein 2005	10.1111/j.1744-7429.2005.00050.x	
Mangaba (fruit)	Hancornia speciosa	Essential	0.95	Bees, butterflies, moths	Lepidoptera	Sphingidae	Manduca sexta paphus	Darrault & Schlindwein 2005	10.1111/j.1744-7429.2005.00050.x	
Mangaba (fruit)	Hancornia speciosa	Essential	0.95	Bees, butterflies, moths	Lepidoptera	Sphingidae	Neogene dyanaeus	Darrault & Schlindwein 2005	10.1111/j.1744-7429.2005.00050.x	
Cassava (elastic gum)	Manihot esculenta	No increase	0	Bees and wasps	Hymenoptera	Apidae	Melipona compressipes	Jordão & Noronha 2011	https://www.alice.cnptia.embrapa.br/bitstream/doc/908924/1/Resumon93.pdf	
Cassava (elastic gum)	Manihot esculenta	No increase	0	Bees and wasps	Hymenoptera	Apidae	Tetragona clavipes	Jordão & Noronha 2011	https://www.alice.cnptia.embrapa.br/bitstream/doc/908924/1/Resumon93.pdf	
Cassava (elastic gum)	Manihot esculenta	No increase	0	Bees and wasps	Hymenoptera	Apidae	Xylocopa aeneipennis	Jordão & Noronha 2011	https://www.alice.cnptia.embrapa.br/bitstream/doc/908924/1/Resumon93.pdf	
Cassava (elastic gum)	Manihot esculenta	No increase	0	Bees and wasps	Hymenoptera	Vespidae	Polybia sericea	Jordão & Noronha 2011	https://www.alice.cnptia.embrapa.br/bitstream/doc/908924/1/Resumon93.pdf	
Nance (fruit)	Byrsonima crassifolia	Essential	0.95	Bees and beetles	Coleoptera	Scarabaeidae	Anticheira capucina	Martins et al. 2010	https://www.alice.cnptia.embrapa.br/bitstream/doc/874365/1/WalmerMartins.pdf	
Nance (fruit)	Byrsonima crassifolia	Essential	0.95	Bees and beetles	Hymenoptera	Apidae	Trigona pallens	Martins et al. 2010	https://www.alice.cnptia.embrapa.br/bitstream/doc/874365/1/WalmerMartins.pdf	RÊGO, M.M.C. ; ALBUQUERQUE, P.M.P. Comportamento das abelhas visitantes do murici B. crassifolia Kunt. Malpighiaceae. Boletim do Museu Paraense Emilio Goeldi. Zoologia, Belém, v. 5, n. 2, p. 163-178, 1989.
Nance (fruit)	Byrsonima crassifolia	Essential	0.95	Bees and beetles	Hymenoptera	Apidae	T. fulviventris	Martins et al. 2010	https://www.alice.cnptia.embrapa.br/bitstream/doc/874365/1/WalmerMartins.pdf	
Nance (fruit)	Byrsonima crassifolia	Essential	0.95	Bees and beetles	Hymenoptera	Apidae	Centris fulviventris	Martins et al. 2010	https://www.alice.cnptia.embrapa.br/bitstream/doc/874365/1/WalmerMartins.pdf	
Nance (fruit)	Byrsonima crassifolia	Essential	0.95	Bees and beetles	Hymenoptera	Apidae	Epicharis umbraculata	Martins et al. 2010	https://www.alice.cnptia.embrapa.br/bitstream/doc/874365/1/WalmerMartins.pdf	
Murumuru palm (seed)	Astrocaryum murumuru	Essential	0.9	Beetles, bees, ants and wasps	Coleoptera	Nitidulidae	Baridinae	Souza et al.  2018	http://dx.doi.org/10.18561/2179-5746/biotaamazonia.v8n3p1-4	
Murumuru palm (seed)	Astrocaryum murumuru	Essential	0.9	Beetles, bees, ants and wasps	Coleoptera	Nitidulidae	Terires minusculus	Souza et al.  2018	http://dx.doi.org/10.18561/2179-5746/biotaamazonia.v8n3p1-4	
Murumuru palm (seed)	Astrocaryum murumuru	Essential	0.9	Beetles, bees, ants and wasps	Hymenoptera	Apidae	Apis mellifera	Souza et al.  2018	http://dx.doi.org/10.18561/2179-5746/biotaamazonia.v8n3p1-4	
Murumuru palm (seed)	Astrocaryum murumuru	Essential	0.9	Beetles, bees, ants and wasps	Hymenoptera	Apidae	Trigona spinipes	Souza et al.  2018	http://dx.doi.org/10.18561/2179-5746/biotaamazonia.v8n3p1-4	
Murumuru palm (seed)	Astrocaryum murumuru	Essential	0.9	Beetles, bees, ants and wasps	Hymenoptera	Formicidae	Ectatomma brunneum	Souza et al.  2018	http://dx.doi.org/10.18561/2179-5746/biotaamazonia.v8n3p1-4	
Murumuru palm (seed)	Astrocaryum murumuru	Essential	0.9	Beetles, bees, ants and wasps	Hymenoptera	Vespidae	Angiopolybia pallens	Souza et al.  2018	http://dx.doi.org/10.18561/2179-5746/biotaamazonia.v8n3p1-4	
Murumuru palm (seed)	Astrocaryum murumuru	Essential	0.9	Beetles, bees, ants and wasps	Hymenoptera	Vespidae	Polybia quadricincta	Souza et al.  2018	http://dx.doi.org/10.18561/2179-5746/biotaamazonia.v8n3p1-4	
Assai palm (Heart of palm)	Euterpe oleracea	No increase	0	Bees, wasps, beetles, flies, bugs	Coleoptera	Cantharidae	Morphospecies 1	Giannini et al.2015; Bezerra et al. 2020	 https://doi.org/10.1007/s13592-014-0316-z; https://doi.org/10.1007/s13744-020-00790-x	
Assai palm (Heart of palm)	Euterpe oleracea	No increase	0	Bees, wasps, beetles, flies, bugs	Coleoptera	Chrysomelidae	Diabrotica illigeri	Giannini et al.2015; Bezerra et al. 2020	 https://doi.org/10.1007/s13592-014-0316-z; https://doi.org/10.1007/s13744-020-00790-x	
Assai palm (Heart of palm)	Euterpe oleracea	No increase	0	Bees, wasps, beetles, flies, bugs	Coleoptera	Chrysomelidae	Diabrotica interrupta	Giannini et al.2015; Bezerra et al. 2020	 https://doi.org/10.1007/s13592-014-0316-z; https://doi.org/10.1007/s13744-020-00790-x	
Assai palm (Heart of palm)	Euterpe oleracea	No increase	0	Bees, wasps, beetles, flies, bugs	Coleoptera	Chrysomelidae	Diabrotica sp. 1	Giannini et al.2015; Bezerra et al. 2020	 https://doi.org/10.1007/s13592-014-0316-z; https://doi.org/10.1007/s13744-020-00790-x	
Assai palm (Heart of palm)	Euterpe oleracea	No increase	0	Bees, wasps, beetles, flies, bugs	Coleoptera	Chrysomelidae	Diabrotica sp. 3	Giannini et al.2015; Bezerra et al. 2020	 https://doi.org/10.1007/s13592-014-0316-z; https://doi.org/10.1007/s13744-020-00790-x	
Assai palm (Heart of palm)	Euterpe oleracea	No increase	0	Bees, wasps, beetles, flies, bugs	Coleoptera	Chrysomelidae	Genaphthona sp. 1	Giannini et al.2015; Bezerra et al. 2020	 https://doi.org/10.1007/s13592-014-0316-z; https://doi.org/10.1007/s13744-020-00790-x	
Assai palm (Heart of palm)	Euterpe oleracea	No increase	0	Bees, wasps, beetles, flies, bugs	Coleoptera	Chrysomelidae	Morphospecies 1	Giannini et al.2015; Bezerra et al. 2020	 https://doi.org/10.1007/s13592-014-0316-z; https://doi.org/10.1007/s13744-020-00790-x	
Assai palm (Heart of palm)	Euterpe oleracea	No increase	0	Bees, wasps, beetles, flies, bugs	Coleoptera	Chrysomelidae	Morphospecies 2	Giannini et al.2015; Bezerra et al. 2020	 https://doi.org/10.1007/s13592-014-0316-z; https://doi.org/10.1007/s13744-020-00790-x	
Assai palm (Heart of palm)	Euterpe oleracea	No increase	0	Bees, wasps, beetles, flies, bugs	Coleoptera	Chrysomelidae	Morphospecies 3	Giannini et al.2015; Bezerra et al. 2020	 https://doi.org/10.1007/s13592-014-0316-z; https://doi.org/10.1007/s13744-020-00790-x	
Assai palm (Heart of palm)	Euterpe oleracea	No increase	0	Bees, wasps, beetles, flies, bugs	Coleoptera	Chrysomelidae	Nodonota sp. 1	Giannini et al.2015; Bezerra et al. 2020	 https://doi.org/10.1007/s13592-014-0316-z; https://doi.org/10.1007/s13744-020-00790-x	
Assai palm (Heart of palm)	Euterpe oleracea	No increase	0	Bees, wasps, beetles, flies, bugs	Coleoptera	Chrysomelidae	Walterianella bakeri	Giannini et al.2015; Bezerra et al. 2020	 https://doi.org/10.1007/s13592-014-0316-z; https://doi.org/10.1007/s13744-020-00790-x	
Assai palm (Heart of palm)	Euterpe oleracea	No increase	0	Bees, wasps, beetles, flies, bugs	Coleoptera	Chrysomelidae	Walterianella sp. 1	Giannini et al.2015; Bezerra et al. 2020	 https://doi.org/10.1007/s13592-014-0316-z; https://doi.org/10.1007/s13744-020-00790-x	
Assai palm (Heart of palm)	Euterpe oleracea	No increase	0	Bees, wasps, beetles, flies, bugs	Coleoptera	Curculionidae	Morphospecies 1	Giannini et al.2015; Bezerra et al. 2020	 https://doi.org/10.1007/s13592-014-0316-z; https://doi.org/10.1007/s13744-020-00790-x	
Assai palm (Heart of palm)	Euterpe oleracea	No increase	0	Bees, wasps, beetles, flies, bugs	Coleoptera	Curculionidae	Parisoschoenus sp. 1	Giannini et al.2015; Bezerra et al. 2020	 https://doi.org/10.1007/s13592-014-0316-z; https://doi.org/10.1007/s13744-020-00790-x	
Assai palm (Heart of palm)	Euterpe oleracea	No increase	0	Bees, wasps, beetles, flies, bugs	Coleoptera	Curculionidae	Phyllotrox sp. 2	Giannini et al.2015; Bezerra et al. 2020	 https://doi.org/10.1007/s13592-014-0316-z; https://doi.org/10.1007/s13744-020-00790-x	
Assai palm (Heart of palm)	Euterpe oleracea	No increase	0	Bees, wasps, beetles, flies, bugs	Coleoptera	Curculionidae	Phyllotrox sp. 3	Giannini et al.2015; Bezerra et al. 2020	 https://doi.org/10.1007/s13592-014-0316-z; https://doi.org/10.1007/s13744-020-00790-x	
Assai palm (Heart of palm)	Euterpe oleracea	No increase	0	Bees, wasps, beetles, flies, bugs	Coleoptera	Curculionidae	Terires cf. minusculus	Giannini et al.2015; Bezerra et al. 2020	 https://doi.org/10.1007/s13592-014-0316-z; https://doi.org/10.1007/s13744-020-00790-x	
Assai palm (Heart of palm)	Euterpe oleracea	No increase	0	Bees, wasps, beetles, flies, bugs	Coleoptera	Curculionidae	Tonesia sp. 1	Giannini et al.2015; Bezerra et al. 2020	 https://doi.org/10.1007/s13592-014-0316-z; https://doi.org/10.1007/s13744-020-00790-x	
Assai palm (Heart of palm)	Euterpe oleracea	No increase	0	Bees, wasps, beetles, flies, bugs	Coleoptera	Mordelidae	Morphospecies 3	Giannini et al.2015; Bezerra et al. 2020	 https://doi.org/10.1007/s13592-014-0316-z; https://doi.org/10.1007/s13744-020-00790-x	
Assai palm (Heart of palm)	Euterpe oleracea	No increase	0	Bees, wasps, beetles, flies, bugs	Coleoptera	Nitidulidae	Morphospecies 3	Giannini et al.2015; Bezerra et al. 2020	 https://doi.org/10.1007/s13592-014-0316-z; https://doi.org/10.1007/s13744-020-00790-x	
Assai palm (Heart of palm)	Euterpe oleracea	No increase	0	Bees, wasps, beetles, flies, bugs	Coleoptera	Nitidulidae	Morphospecies 4	Giannini et al.2015; Bezerra et al. 2020	 https://doi.org/10.1007/s13592-014-0316-z; https://doi.org/10.1007/s13744-020-00790-x	
Assai palm (Heart of palm)	Euterpe oleracea	No increase	0	Bees, wasps, beetles, flies, bugs	Coleoptera	Scarabaeidae	Morphospecies 1	Giannini et al.2015; Bezerra et al. 2020	 https://doi.org/10.1007/s13592-014-0316-z; https://doi.org/10.1007/s13744-020-00790-x	
Assai palm (Heart of palm)	Euterpe oleracea	No increase	0	Bees, wasps, beetles, flies, bugs	Coleoptera	Scirtidae	Morphospecies 1	Giannini et al.2015; Bezerra et al. 2020	 https://doi.org/10.1007/s13592-014-0316-z; https://doi.org/10.1007/s13744-020-00790-x	
Assai palm (Heart of palm)	Euterpe oleracea	No increase	0	Bees, wasps, beetles, flies, bugs	Coleoptera	Tenebrionidae	Morphospecies 1	Giannini et al.2015; Bezerra et al. 2020	 https://doi.org/10.1007/s13592-014-0316-z; https://doi.org/10.1007/s13744-020-00790-x	
Assai palm (Heart of palm)	Euterpe oleracea	No increase	0	Bees, wasps, beetles, flies, bugs	Coleoptera	Tenebrionidae	Morphospecies 2	Giannini et al.2015; Bezerra et al. 2020	 https://doi.org/10.1007/s13592-014-0316-z; https://doi.org/10.1007/s13744-020-00790-x	
Assai palm (Heart of palm)	Euterpe oleracea	No increase	0	Bees, wasps, beetles, flies, bugs	Coleoptera	Undetermined	Undetermined	Giannini et al.2015; Bezerra et al. 2020	 https://doi.org/10.1007/s13592-014-0316-z; https://doi.org/10.1007/s13744-020-00790-x	
Assai palm (Heart of palm)	Euterpe oleracea	No increase	0	Bees, wasps, beetles, flies, bugs	Diptera	Calliphoridae	Lucilia eximia	Giannini et al.2015; Bezerra et al. 2020	 https://doi.org/10.1007/s13592-014-0316-z; https://doi.org/10.1007/s13744-020-00790-x	
Assai palm (Heart of palm)	Euterpe oleracea	No increase	0	Bees, wasps, beetles, flies, bugs	Diptera	Chloropidae	Morphospecies 1	Giannini et al.2015; Bezerra et al. 2020	 https://doi.org/10.1007/s13592-014-0316-z; https://doi.org/10.1007/s13744-020-00790-x	
Assai palm (Heart of palm)	Euterpe oleracea	No increase	0	Bees, wasps, beetles, flies, bugs	Diptera	Dolichopodidae	Morphospecies 1	Giannini et al.2015; Bezerra et al. 2020	 https://doi.org/10.1007/s13592-014-0316-z; https://doi.org/10.1007/s13744-020-00790-x	
Assai palm (Heart of palm)	Euterpe oleracea	No increase	0	Bees, wasps, beetles, flies, bugs	Diptera	Empididae	Morphospecies 1	Giannini et al.2015; Bezerra et al. 2020	 https://doi.org/10.1007/s13592-014-0316-z; https://doi.org/10.1007/s13744-020-00790-x	
Assai palm (Heart of palm)	Euterpe oleracea	No increase	0	Bees, wasps, beetles, flies, bugs	Diptera	Micropezidae	Teniaptera sp. 1	Giannini et al.2015; Bezerra et al. 2020	 https://doi.org/10.1007/s13592-014-0316-z; https://doi.org/10.1007/s13744-020-00790-x	
Assai palm (Heart of palm)	Euterpe oleracea	No increase	0	Bees, wasps, beetles, flies, bugs	Diptera	Milichiidae	Morphospecies 1	Giannini et al.2015; Bezerra et al. 2020	 https://doi.org/10.1007/s13592-014-0316-z; https://doi.org/10.1007/s13744-020-00790-x	
Assai palm (Heart of palm)	Euterpe oleracea	No increase	0	Bees, wasps, beetles, flies, bugs	Diptera	Muscidae	Morphospecies 1	Giannini et al.2015; Bezerra et al. 2020	 https://doi.org/10.1007/s13592-014-0316-z; https://doi.org/10.1007/s13744-020-00790-x	
Assai palm (Heart of palm)	Euterpe oleracea	No increase	0	Bees, wasps, beetles, flies, bugs	Diptera	Sarcophagidae	Morphospecies 1	Giannini et al.2015; Bezerra et al. 2020	 https://doi.org/10.1007/s13592-014-0316-z; https://doi.org/10.1007/s13744-020-00790-x	
Assai palm (Heart of palm)	Euterpe oleracea	No increase	0	Bees, wasps, beetles, flies, bugs	Diptera	Syrphidae	Copestylum sp. 1	Giannini et al.2015; Bezerra et al. 2020	 https://doi.org/10.1007/s13592-014-0316-z; https://doi.org/10.1007/s13744-020-00790-x	
Assai palm (Heart of palm)	Euterpe oleracea	No increase	0	Bees, wasps, beetles, flies, bugs	Diptera	Syrphidae	Sterphus (Ceriogaster) sp. 1	Giannini et al.2015; Bezerra et al. 2020	 https://doi.org/10.1007/s13592-014-0316-z; https://doi.org/10.1007/s13744-020-00790-x	
Assai palm (Heart of palm)	Euterpe oleracea	No increase	0	Bees, wasps, beetles, flies, bugs	Diptera	Syrphidae	Toxomerus sp. 1	Giannini et al.2015; Bezerra et al. 2020	 https://doi.org/10.1007/s13592-014-0316-z; https://doi.org/10.1007/s13744-020-00790-x	
Assai palm (Heart of palm)	Euterpe oleracea	No increase	0	Bees, wasps, beetles, flies, bugs	Diptera	Syrphidae	Ornidia obesa	Giannini et al.2015; Bezerra et al. 2020	 https://doi.org/10.1007/s13592-014-0316-z; https://doi.org/10.1007/s13744-020-00790-x	
Assai palm (Heart of palm)	Euterpe oleracea	No increase	0	Bees, wasps, beetles, flies, bugs	Diptera	Tabanidae	Tabanus occidentalis	Giannini et al.2015; Bezerra et al. 2020	 https://doi.org/10.1007/s13592-014-0316-z; https://doi.org/10.1007/s13744-020-00790-x	
Assai palm (Heart of palm)	Euterpe oleracea	No increase	0	Bees, wasps, beetles, flies, bugs	Diptera	Tephritidae	Morphospecies 1	Giannini et al.2015; Bezerra et al. 2020	 https://doi.org/10.1007/s13592-014-0316-z; https://doi.org/10.1007/s13744-020-00790-x	
Assai palm (Heart of palm)	Euterpe oleracea	No increase	0	Bees, wasps, beetles, flies, bugs	Diptera	Ulidiidae	Morphospecies 1	Giannini et al.2015; Bezerra et al. 2020	 https://doi.org/10.1007/s13592-014-0316-z; https://doi.org/10.1007/s13744-020-00790-x	
Assai palm (Heart of palm)	Euterpe oleracea	No increase	0	Bees, wasps, beetles, flies, bugs	Diptera	undetermined	Undetermined	Giannini et al.2015; Bezerra et al. 2020	 https://doi.org/10.1007/s13592-014-0316-z; https://doi.org/10.1007/s13744-020-00790-x	
Assai palm (Heart of palm)	Euterpe oleracea	No increase	0	Bees, wasps, beetles, flies, bugs	Hemiptera	undetermined	Morphospecies 1	Giannini et al.2015; Bezerra et al. 2020	 https://doi.org/10.1007/s13592-014-0316-z; https://doi.org/10.1007/s13744-020-00790-x	
Assai palm (Heart of palm)	Euterpe oleracea	No increase	0	Bees, wasps, beetles, flies, bugs	Hymenoptera	Apidae	Apis mellifera	Giannini et al.2015; Bezerra et al. 2020	 https://doi.org/10.1007/s13592-014-0316-z; https://doi.org/10.1007/s13744-020-00790-x	
Assai palm (Heart of palm)	Euterpe oleracea	No increase	0	Bees, wasps, beetles, flies, bugs	Hymenoptera	Apidae	Celetrigona longicornis	Giannini et al.2015; Bezerra et al. 2020	 https://doi.org/10.1007/s13592-014-0316-z; https://doi.org/10.1007/s13744-020-00790-x	
Assai palm (Heart of palm)	Euterpe oleracea	No increase	0	Bees, wasps, beetles, flies, bugs	Hymenoptera	Apidae	Cephalotrigona capitata	Giannini et al.2015; Bezerra et al. 2020	 https://doi.org/10.1007/s13592-014-0316-z; https://doi.org/10.1007/s13744-020-00790-x	
Assai palm (Heart of palm)	Euterpe oleracea	No increase	0	Bees, wasps, beetles, flies, bugs	Hymenoptera	Apidae	Ceratina sp. 1	Giannini et al.2015; Bezerra et al. 2020	 https://doi.org/10.1007/s13592-014-0316-z; https://doi.org/10.1007/s13744-020-00790-x	
Assai palm (Heart of palm)	Euterpe oleracea	No increase	0	Bees, wasps, beetles, flies, bugs	Hymenoptera	Apidae	Dolichotrigona longitarsis	Giannini et al.2015; Bezerra et al. 2020	 https://doi.org/10.1007/s13592-014-0316-z; https://doi.org/10.1007/s13744-020-00790-x	
Assai palm (Heart of palm)	Euterpe oleracea	No increase	0	Bees, wasps, beetles, flies, bugs	Hymenoptera	Apidae	Exomalopsis sp. 1	Giannini et al.2015; Bezerra et al. 2020	 https://doi.org/10.1007/s13592-014-0316-z; https://doi.org/10.1007/s13744-020-00790-x	
Assai palm (Heart of palm)	Euterpe oleracea	No increase	0	Bees, wasps, beetles, flies, bugs	Hymenoptera	Apidae	Frieseomelitta longipes	Giannini et al.2015; Bezerra et al. 2020	 https://doi.org/10.1007/s13592-014-0316-z; https://doi.org/10.1007/s13744-020-00790-x	
Assai palm (Heart of palm)	Euterpe oleracea	No increase	0	Bees, wasps, beetles, flies, bugs	Hymenoptera	Apidae	Frieseomelitta portoi	Giannini et al.2015; Bezerra et al. 2020	 https://doi.org/10.1007/s13592-014-0316-z; https://doi.org/10.1007/s13744-020-00790-x	
Assai palm (Heart of palm)	Euterpe oleracea	No increase	0	Bees, wasps, beetles, flies, bugs	Hymenoptera	Apidae	Melipona flavolineata	Giannini et al.2015; Bezerra et al. 2020	 https://doi.org/10.1007/s13592-014-0316-z; https://doi.org/10.1007/s13744-020-00790-x	
Assai palm (Heart of palm)	Euterpe oleracea	No increase	0	Bees, wasps, beetles, flies, bugs	Hymenoptera	Apidae	Morphospecies 1	Giannini et al.2015; Bezerra et al. 2020	 https://doi.org/10.1007/s13592-014-0316-z; https://doi.org/10.1007/s13744-020-00790-x	
Assai palm (Heart of palm)	Euterpe oleracea	No increase	0	Bees, wasps, beetles, flies, bugs	Hymenoptera	Apidae	Nannotrigona dutrae	Giannini et al.2015; Bezerra et al. 2020	 https://doi.org/10.1007/s13592-014-0316-z; https://doi.org/10.1007/s13744-020-00790-x	
Assai palm (Heart of palm)	Euterpe oleracea	No increase	0	Bees, wasps, beetles, flies, bugs	Hymenoptera	Apidae	Nannotrigona punctata	Giannini et al.2015; Bezerra et al. 2020	 https://doi.org/10.1007/s13592-014-0316-z; https://doi.org/10.1007/s13744-020-00790-x	
Assai palm (Heart of palm)	Euterpe oleracea	No increase	0	Bees, wasps, beetles, flies, bugs	Hymenoptera	Apidae	Oxytrigona ignis	Giannini et al.2015; Bezerra et al. 2020	 https://doi.org/10.1007/s13592-014-0316-z; https://doi.org/10.1007/s13744-020-00790-x	
Assai palm (Heart of palm)	Euterpe oleracea	No increase	0	Bees, wasps, beetles, flies, bugs	Hymenoptera	Apidae	Oxytrigona sp. 1	Giannini et al.2015; Bezerra et al. 2020	 https://doi.org/10.1007/s13592-014-0316-z; https://doi.org/10.1007/s13744-020-00790-x	
Assai palm (Heart of palm)	Euterpe oleracea	No increase	0	Bees, wasps, beetles, flies, bugs	Hymenoptera	Apidae	Paratrigona peltata	Giannini et al.2015; Bezerra et al. 2020	 https://doi.org/10.1007/s13592-014-0316-z; https://doi.org/10.1007/s13744-020-00790-x	
Assai palm (Heart of palm)	Euterpe oleracea	No increase	0	Bees, wasps, beetles, flies, bugs	Hymenoptera	Apidae	Partamona testacea	Giannini et al.2015; Bezerra et al. 2020	 https://doi.org/10.1007/s13592-014-0316-z; https://doi.org/10.1007/s13744-020-00790-x	
Assai palm (Heart of palm)	Euterpe oleracea	No increase	0	Bees, wasps, beetles, flies, bugs	Hymenoptera	Apidae	Partamona ailyae	Giannini et al.2015; Bezerra et al. 2020	 https://doi.org/10.1007/s13592-014-0316-z; https://doi.org/10.1007/s13744-020-00790-x	
Assai palm (Heart of palm)	Euterpe oleracea	No increase	0	Bees, wasps, beetles, flies, bugs	Hymenoptera	Apidae	Partamona pearsoni	Giannini et al.2015; Bezerra et al. 2020	 https://doi.org/10.1007/s13592-014-0316-z; https://doi.org/10.1007/s13744-020-00790-x	
Assai palm (Heart of palm)	Euterpe oleracea	No increase	0	Bees, wasps, beetles, flies, bugs	Hymenoptera	Apidae	Partamona testacea	Giannini et al.2015; Bezerra et al. 2020	 https://doi.org/10.1007/s13592-014-0316-z; https://doi.org/10.1007/s13744-020-00790-x	
Assai palm (Heart of palm)	Euterpe oleracea	No increase	0	Bees, wasps, beetles, flies, bugs	Hymenoptera	Apidae	Plebeia alvarengai	Giannini et al.2015; Bezerra et al. 2020	 https://doi.org/10.1007/s13592-014-0316-z; https://doi.org/10.1007/s13744-020-00790-x	
Assai palm (Heart of palm)	Euterpe oleracea	No increase	0	Bees, wasps, beetles, flies, bugs	Hymenoptera	Apidae	Plebeia kerri	Giannini et al.2015; Bezerra et al. 2020	 https://doi.org/10.1007/s13592-014-0316-z; https://doi.org/10.1007/s13744-020-00790-x	
Assai palm (Heart of palm)	Euterpe oleracea	No increase	0	Bees, wasps, beetles, flies, bugs	Hymenoptera	Apidae	Plebeia minima	Giannini et al.2015; Bezerra et al. 2020	 https://doi.org/10.1007/s13592-014-0316-z; https://doi.org/10.1007/s13744-020-00790-x	
Assai palm (Heart of palm)	Euterpe oleracea	No increase	0	Bees, wasps, beetles, flies, bugs	Hymenoptera	Apidae	Plebeia sp. 1	Giannini et al.2015; Bezerra et al. 2020	 https://doi.org/10.1007/s13592-014-0316-z; https://doi.org/10.1007/s13744-020-00790-x	
Assai palm (Heart of palm)	Euterpe oleracea	No increase	0	Bees, wasps, beetles, flies, bugs	Hymenoptera	Apidae	Scaptotrigona potica	Giannini et al.2015; Bezerra et al. 2020	 https://doi.org/10.1007/s13592-014-0316-z; https://doi.org/10.1007/s13744-020-00790-x	
Assai palm (Heart of palm)	Euterpe oleracea	No increase	0	Bees, wasps, beetles, flies, bugs	Hymenoptera	Apidae	Scaura amazonica	Giannini et al.2015; Bezerra et al. 2020	 https://doi.org/10.1007/s13592-014-0316-z; https://doi.org/10.1007/s13744-020-00790-x	
Assai palm (Heart of palm)	Euterpe oleracea	No increase	0	Bees, wasps, beetles, flies, bugs	Hymenoptera	Apidae	Scaura latitarsis	Giannini et al.2015; Bezerra et al. 2020	 https://doi.org/10.1007/s13592-014-0316-z; https://doi.org/10.1007/s13744-020-00790-x	
Assai palm (Heart of palm)	Euterpe oleracea	No increase	0	Bees, wasps, beetles, flies, bugs	Hymenoptera	Apidae	Trigona guianae 	Giannini et al.2015; Bezerra et al. 2020	 https://doi.org/10.1007/s13592-014-0316-z; https://doi.org/10.1007/s13744-020-00790-x	
Assai palm (Heart of palm)	Euterpe oleracea	No increase	0	Bees, wasps, beetles, flies, bugs	Hymenoptera	Apidae	Trigona fuscipennis 	Giannini et al.2015; Bezerra et al. 2020	 https://doi.org/10.1007/s13592-014-0316-z; https://doi.org/10.1007/s13744-020-00790-x	
Assai palm (Heart of palm)	Euterpe oleracea	No increase	0	Bees, wasps, beetles, flies, bugs	Hymenoptera	Apidae	Trigona branneri	Giannini et al.2015; Bezerra et al. 2020	 https://doi.org/10.1007/s13592-014-0316-z; https://doi.org/10.1007/s13744-020-00790-x	
Assai palm (Heart of palm)	Euterpe oleracea	No increase	0	Bees, wasps, beetles, flies, bugs	Hymenoptera	Apidae	Trigona pallens	Giannini et al.2015; Bezerra et al. 2020	 https://doi.org/10.1007/s13592-014-0316-z; https://doi.org/10.1007/s13744-020-00790-x	
Assai palm (Heart of palm)	Euterpe oleracea	No increase	0	Bees, wasps, beetles, flies, bugs	Hymenoptera	Apidae	Trigona recursa	Giannini et al.2015; Bezerra et al. 2020	 https://doi.org/10.1007/s13592-014-0316-z; https://doi.org/10.1007/s13744-020-00790-x	
Assai palm (Heart of palm)	Euterpe oleracea	No increase	0	Bees, wasps, beetles, flies, bugs	Hymenoptera	Apidae	Trigonisca dobzhanskyi	Giannini et al.2015; Bezerra et al. 2020	 https://doi.org/10.1007/s13592-014-0316-z; https://doi.org/10.1007/s13744-020-00790-x	
Assai palm (Heart of palm)	Euterpe oleracea	No increase	0	Bees, wasps, beetles, flies, bugs	Hymenoptera	Apidae	Trigonisca hirticornis	Giannini et al.2015; Bezerra et al. 2020	 https://doi.org/10.1007/s13592-014-0316-z; https://doi.org/10.1007/s13744-020-00790-x	
Assai palm (Heart of palm)	Euterpe oleracea	No increase	0	Bees, wasps, beetles, flies, bugs	Hymenoptera	Apidae	Trigonisca sp. 1	Giannini et al.2015; Bezerra et al. 2020	 https://doi.org/10.1007/s13592-014-0316-z; https://doi.org/10.1007/s13744-020-00790-x	
Assai palm (Heart of palm)	Euterpe oleracea	No increase	0	Bees, wasps, beetles, flies, bugs	Hymenoptera	Apidae	Trigonisca dobzhanskyi	Giannini et al.2015; Bezerra et al. 2020	 https://doi.org/10.1007/s13592-014-0316-z; https://doi.org/10.1007/s13744-020-00790-x	
Assai palm (Heart of palm)	Euterpe oleracea	No increase	0	Bees, wasps, beetles, flies, bugs	Hymenoptera	Apidae	Trigonisca nataliae	Giannini et al.2015; Bezerra et al. 2020	 https://doi.org/10.1007/s13592-014-0316-z; https://doi.org/10.1007/s13744-020-00790-x	
